TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2021,5,14,20,0,35XX W 27TH AVE,Dunbar-Southlands,486681.139,5455044.161
Theft from Vehicle,2021,7,6,13,30,35XX W 29TH AVE,Dunbar-Southlands,486752.7632,5454832.484
Theft from Vehicle,2021,4,4,6,38,35XX W 2ND AVE,Kitsilano,486781.7922,5457521.239
Theft from Vehicle,2021,5,31,4,0,35XX W 37TH AVE,Dunbar-Southlands,486572.4452,5453989.879
Theft from Vehicle,2021,1,5,23,0,35XX W 3RD AVE,Kitsilano,486712.2487,5457433.735
Theft from Vehicle,2021,7,30,2,58,35XX W 3RD AVE,Kitsilano,486779.1211,5457422.711
Theft from Vehicle,2021,2,12,12,0,35XX W 40TH AVE,Dunbar-Southlands,486590.8604,5453669.525
Theft from Vehicle,2021,8,5,12,0,35XX W 6TH AVE,Kitsilano,486707.2997,5457143.777
Theft from Vehicle,2021,7,10,1,11,35XX W 8TH AVE,Kitsilano,486710.8634,5456957.173
Theft from Vehicle,2021,3,4,12,0,35XX W BROADWAY AVE,Kitsilano,486761.9273,5456849.393
Theft from Vehicle,2021,7,2,2,39,35XX WALKER ST,Kensington-Cedar Cottage,495782.8749,5455443.049
Theft from Vehicle,2021,7,2,23,0,35XX WALKER ST,Kensington-Cedar Cottage,495782.8749,5455443.049
Theft from Vehicle,2021,11,18,2,0,35XX WELLINGTON AVE,Renfrew-Collingwood,497943.7025,5454060.779
Theft from Vehicle,2021,2,5,20,0,35XX WILLIAM ST,Hastings-Sunrise,498030.9702,5457932.797
Theft from Vehicle,2021,8,21,1,2,35XX WORTHINGTON DR,Renfrew-Collingwood,497987.9376,5455569.247
Theft from Vehicle,2021,6,4,0,8,35XX WORTHINGTON DR,Renfrew-Collingwood,498075.6561,5455479.744
Theft from Vehicle,2021,2,18,16,30,36XX CAMBIE ST,South Cambie,491608.0296,5455549.769
Theft from Vehicle,2021,6,5,17,0,36XX CAMBIE ST,South Cambie,491608.0296,5455549.769
Theft from Vehicle,2021,4,23,4,10,36XX CAMERON AVE,Kitsilano,486582.8872,5457801.986
Theft from Vehicle,2021,5,18,23,0,36XX CAMERON AVE,Kitsilano,486589.0602,5457811.09
Theft from Vehicle,2021,4,21,23,0,36XX COMMERCIAL ST,Kensington-Cedar Cottage,495041.355,5455443.374
Theft from Vehicle,2021,5,25,23,0,36XX COMMERCIAL ST,Kensington-Cedar Cottage,495042.1427,5455472.755
Theft from Vehicle,2021,10,21,16,30,36XX E 22ND AVE,Renfrew-Collingwood,498249.6866,5455324.92
Theft from Vehicle,2021,2,18,20,30,36XX E 29TH AVE,Renfrew-Collingwood,498125.5049,5454631.584
Theft from Vehicle,2021,10,23,0,2,36XX E 45TH AVE,Killarney,498110.6649,5452943.509
Theft from Vehicle,2021,2,25,23,30,36XX E 45TH AVE,Killarney,498143.4395,5452934.72
Theft from Vehicle,2021,2,25,23,45,36XX E 45TH AVE,Killarney,498143.4395,5452934.72
Theft from Vehicle,2021,10,22,23,59,36XX E 45TH AVE,Killarney,498230.3498,5452934.99
Theft from Vehicle,2021,1,22,8,0,36XX E 48TH AVE,Killarney,498220.0879,5452487.195
Theft from Vehicle,2021,8,7,2,0,36XX E 48TH AVE,Killarney,498258.5536,5452486.67
Theft from Vehicle,2021,9,27,0,0,36XX E GEORGIA ST,Hastings-Sunrise,498136.5553,5458385.52
Theft from Vehicle,2021,3,4,20,0,36XX E GEORGIA ST,Hastings-Sunrise,498153.864,5458394.38
Theft from Vehicle,2021,8,22,17,0,36XX ETON ST,Hastings-Sunrise,498199.6943,5459435.904
Theft from Vehicle,2021,12,6,1,49,36XX FLEMING ST,Kensington-Cedar Cottage,494757.6846,5455463.12
Theft from Vehicle,2021,3,27,20,0,36XX FRASER ST,Kensington-Cedar Cottage,493454.3299,5455535.079
Theft from Vehicle,2021,7,31,13,0,36XX KINGSWAY AVE,Renfrew-Collingwood,498229.2902,5453280.312
Theft from Vehicle,2021,1,4,0,0,36XX KNIGHT ST,Kensington-Cedar Cottage,494464.8507,5455506.361
Theft from Vehicle,2021,4,9,0,0,36XX LOUGHEED HWY,Hastings-Sunrise,498141.2992,5456933.798
Theft from Vehicle,2021,4,14,16,0,36XX LOUGHEED HWY,Hastings-Sunrise,498141.2992,5456933.798
Theft from Vehicle,2021,10,21,0,0,36XX MONMOUTH AVE,Renfrew-Collingwood,498168.0359,5454049.035
Theft from Vehicle,2021,11,24,0,0,36XX NAPIER ST,Hastings-Sunrise,498147.5558,5458024.703
Theft from Vehicle,2021,11,26,20,15,36XX OAK ST,Shaughnessy,490725.8565,5455618.821
Theft from Vehicle,2021,2,8,20,0,36XX POINT GREY RD,Kitsilano,486585.7632,5457732.046
Theft from Vehicle,2021,1,30,22,0,36XX PRICE ST,Renfrew-Collingwood,498117.3277,5454214.1
Theft from Vehicle,2021,10,10,0,0,36XX PRICE ST,Renfrew-Collingwood,498131.7361,5454204.99
Theft from Vehicle,2021,2,27,12,0,36XX PRICE ST,Renfrew-Collingwood,498139.7647,5454189.245
Theft from Vehicle,2021,8,15,22,47,36XX QUEBEC ST,Riley Park,492519.5473,5455555.41
Theft from Vehicle,2021,5,13,21,0,36XX QUESNEL DR,Dunbar-Southlands,487144.8539,5455722.222
Theft from Vehicle,2021,9,11,17,30,36XX RUMBLE AVE,Killarney,498144.782,5451332.382
Theft from Vehicle,2021,9,19,20,45,36XX RUPERT ST,Renfrew-Collingwood,497531.0035,5455445.607
Theft from Vehicle,2021,5,1,0,0,36XX SCALES PL,Renfrew-Collingwood,498209.0982,5454228.509
Theft from Vehicle,2021,1,23,20,0,36XX SE MARINE DR,Killarney,498129.6248,5450574.664
Theft from Vehicle,2021,10,9,17,0,36XX SE MARINE DR,Killarney,498129.6248,5450574.664
Theft from Vehicle,2021,12,1,1,0,36XX SOPHIA ST,Riley Park,492830.9255,5455539.282
Theft from Vehicle,2021,9,5,0,0,36XX TANNER ST,Renfrew-Collingwood,498075.4206,5454360.896
Theft from Vehicle,2021,8,30,2,41,36XX TRIUMPH ST,Hastings-Sunrise,498130.9973,5459009.39
Theft from Vehicle,2021,2,10,22,0,36XX TURNER ST,Hastings-Sunrise,498255.4528,5458482.557
Theft from Vehicle,2021,8,1,23,30,36XX VANNESS AVE,Renfrew-Collingwood,498020.9193,5453697.437
Theft from Vehicle,2021,11,17,0,45,36XX VANNESS AVE,Renfrew-Collingwood,498020.9193,5453697.437
Theft from Vehicle,2021,11,27,20,0,36XX VANNESS AVE,Renfrew-Collingwood,498020.9193,5453697.437
Theft from Vehicle,2021,12,20,17,51,36XX VANNESS AVE,Renfrew-Collingwood,498020.9193,5453697.437
Theft from Vehicle,2021,2,14,1,44,36XX VANNESS AVE,Renfrew-Collingwood,498061.9393,5453668.643
Theft from Vehicle,2021,12,20,10,0,36XX VANNESS AVE,Renfrew-Collingwood,498095.6417,5453645.009
Theft from Vehicle,2021,5,6,23,45,36XX VANNESS AVE,Renfrew-Collingwood,498131.7049,5453678.283
Theft from Vehicle,2021,4,23,18,0,36XX VICTORIA DR,Kensington-Cedar Cottage,495183.9207,5455562.134
Theft from Vehicle,2021,7,13,20,0,36XX VICTORIA DR,Kensington-Cedar Cottage,495183.9207,5455562.134
Theft from Vehicle,2021,10,1,20,30,36XX VICTORIA DR,Kensington-Cedar Cottage,495183.9207,5455562.134
Theft from Vehicle,2021,1,13,0,0,36XX VICTORIA DR,Kensington-Cedar Cottage,495200.5695,5455539.64
Theft from Vehicle,2021,6,12,19,30,36XX VICTORIA DR,Kensington-Cedar Cottage,495200.5695,5455539.64
Theft from Vehicle,2021,6,23,5,0,36XX VICTORIA DR,Kensington-Cedar Cottage,495200.5695,5455539.64
Theft from Vehicle,2021,6,23,9,23,36XX VICTORIA DR,Kensington-Cedar Cottage,495200.5695,5455539.64
Theft from Vehicle,2021,8,28,2,30,36XX VICTORIA DR,Kensington-Cedar Cottage,495210.5204,5455526.195
Theft from Vehicle,2021,1,28,19,0,36XX W 11TH AVE,Kitsilano,486497.829,5456663.135
Theft from Vehicle,2021,11,20,21,0,36XX W 11TH AVE,Kitsilano,486616.2927,5456650.935
Theft from Vehicle,2021,3,8,19,0,36XX W 16TH AVE,Kitsilano,486507.2294,5456159.623
Theft from Vehicle,2021,8,2,0,0,36XX W 19TH AVE,Dunbar-Southlands,486453.0557,5455878.835
Theft from Vehicle,2021,5,15,22,0,36XX W 1ST AVE,Kitsilano,486563.0445,5457627.718
Theft from Vehicle,2021,4,22,20,0,36XX W 1ST AVE,Kitsilano,486644.4081,5457625.674
Theft from Vehicle,2021,8,14,15,0,36XX W 2ND AVE,Kitsilano,486612.7172,5457525.409
Theft from Vehicle,2021,2,2,8,30,36XX WALLACE ST,Dunbar-Southlands,486120.8049,5455781.871
Theft from Vehicle,2021,10,1,3,30,36XX WILLIAM ST,Hastings-Sunrise,498190.9423,5457924.322
Theft from Vehicle,2021,1,25,16,30,36XX WILLIAM ST,Hastings-Sunrise,498245.2838,5457924.385
Theft from Vehicle,2021,10,1,12,0,36XX WILLIAM ST,Hastings-Sunrise,498248.9036,5457933.534
Theft from Vehicle,2021,12,3,20,0,37XX ARBUTUS ST,Arbutus Ridge,488862.3028,5455591.384
Theft from Vehicle,2021,4,16,23,0,37XX CAMBIE ST,South Cambie,491604.5278,5455433.431
Theft from Vehicle,2021,7,6,21,0,37XX FLEMING ST,Kensington-Cedar Cottage,494765.8604,5455376.017
Theft from Vehicle,2021,7,9,22,0,37XX HUDSON ST,Shaughnessy,490215.7084,5455487.804
Theft from Vehicle,2021,8,20,1,0,37XX HUDSON ST,Shaughnessy,490215.7084,5455487.804
Theft from Vehicle,2021,8,26,12,0,37XX INVERNESS ST,Kensington-Cedar Cottage,494180.1412,5455428.299
Theft from Vehicle,2021,12,13,0,1,37XX INVERNESS ST,Kensington-Cedar Cottage,494180.5234,5455438.581
Theft from Vehicle,2021,2,8,22,0,37XX LANARK ST,Kensington-Cedar Cottage,494564.3885,5455383.272
Theft from Vehicle,2021,3,4,3,0,37XX LANARK ST,Kensington-Cedar Cottage,494564.5805,5455395.296
Theft from Vehicle,2021,5,5,20,0,37XX LANARK ST,Kensington-Cedar Cottage,494574.3209,5455432.559
Theft from Vehicle,2021,2,16,1,51,37XX LAUREL ST,South Cambie,490937.8717,5455539.468
Theft from Vehicle,2021,12,7,13,0,37XX OAK ST,South Cambie,490732.5814,5455541.486
Theft from Vehicle,2021,6,10,22,30,37XX ONTARIO ST,Riley Park,492370.5277,5455373.056
Theft from Vehicle,2021,1,24,22,0,37XX ONTARIO ST,Riley Park,492371.5413,5455399.553
Theft from Vehicle,2021,2,19,11,15,37XX OSLER ST,Shaughnessy,490521.3188,5455546.56
Theft from Vehicle,2021,10,17,7,3,37XX PUGET DR,Arbutus Ridge,487265.5527,5455732.084
Theft from Vehicle,2021,10,20,1,0,37XX PUGET DR,Dunbar-Southlands,487298.7532,5455674.019
Theft from Vehicle,2021,12,5,14,0,37XX RENFREW ST,Renfrew-Collingwood,496761.7927,5455381.741
Theft from Vehicle,2021,8,25,18,0,37XX ST GEORGE ST,Riley Park,493156.6882,5455442.56
Theft from Vehicle,2021,1,23,10,35,37XX W 10TH AVE,West Point Grey,486434.7209,5456769.397
Theft from Vehicle,2021,10,4,1,0,37XX W 11TH AVE,West Point Grey,486345.0994,5456667.175
Theft from Vehicle,2021,2,8,4,4,37XX W 16TH AVE,West Point Grey,486406.9851,5456161.273
Theft from Vehicle,2021,1,8,22,0,37XX W 29TH AVE,Dunbar-Southlands,486320.7181,5454834.749
Theft from Vehicle,2021,5,23,20,0,37XX W 31ST AVE,Dunbar-Southlands,486410.4031,5454623.311
Theft from Vehicle,2021,1,9,22,0,37XX W 35TH AVE,Dunbar-Southlands,486367.8061,5454210.637
Theft from Vehicle,2021,1,30,15,30,37XX W 35TH AVE,Dunbar-Southlands,486402.2379,5454210.313
Theft from Vehicle,2021,4,22,23,0,37XX W 36TH AVE,Dunbar-Southlands,486382.4866,5454095.158
Theft from Vehicle,2021,9,11,12,0,37XX W 38TH AVE,Dunbar-Southlands,486406.1715,5453879.884
Theft from Vehicle,2021,2,13,23,0,37XX W 8TH AVE,West Point Grey,486361.3784,5456956.591
Theft from Vehicle,2021,7,27,3,0,37XX W BROADWAY AVE,West Point Grey,486446.5702,5456857.428
Theft from Vehicle,2021,4,3,14,30,38XX ASH ST,South Cambie,491393.8454,5455425.258
Theft from Vehicle,2021,8,13,19,0,38XX CLARK DR,Kensington-Cedar Cottage,494326.469,5455338.568
Theft from Vehicle,2021,8,20,22,0,38XX COLLINGWOOD ST,Dunbar-Southlands,486769.9159,5455568.305
Theft from Vehicle,2021,1,7,22,0,38XX COLLINGWOOD ST,Dunbar-Southlands,486770.0066,5455500.344
Theft from Vehicle,2021,5,3,17,0,38XX DUMFRIES ST,Kensington-Cedar Cottage,494670.4657,5455363.579
Theft from Vehicle,2021,9,14,19,30,38XX DUNBAR ST,Dunbar-Southlands,486529.2758,5455576.779
Theft from Vehicle,2021,2,18,18,0,38XX GLENDALE ST,Renfrew-Collingwood,498158.0922,5455278.416
Theft from Vehicle,2021,5,13,5,22,38XX GRANVILLE ST,Shaughnessy,489876.7475,5455400.747
Theft from Vehicle,2021,10,7,6,8,38XX GRANVILLE ST,Shaughnessy,489876.7475,5455400.747
Theft from Vehicle,2021,7,10,22,0,38XX HUDSON ST,Shaughnessy,490227.2328,5455357.977
Theft from Vehicle,2021,12,22,2,30,38XX HUDSON ST,Shaughnessy,490227.2328,5455357.977
Theft from Vehicle,2021,1,27,0,0,38XX LAUREL ST,South Cambie,490932.7731,5455352.71
Theft from Vehicle,2021,3,26,12,30,38XX MAIN ST,Riley Park,492653.6357,5455290.42
Theft from Vehicle,2021,5,3,19,0,38XX MAIN ST,Riley Park,492655.57,5455355.784
Theft from Vehicle,2021,12,5,20,0,38XX MARGUERITE ST,Shaughnessy,489498.4341,5455360.586
Theft from Vehicle,2021,4,7,1,0,38XX POINT GREY RD,West Point Grey,486167.1085,5457643.06
Theft from Vehicle,2021,6,12,16,0,38XX QUEBEC ST,Riley Park,492515.6137,5455357.108
Theft from Vehicle,2021,11,23,17,30,38XX SLOCAN ST,Renfrew-Collingwood,496393.6569,5455294.572
Theft from Vehicle,2021,2,10,19,0,38XX W 11TH AVE,West Point Grey,486321.5629,5456658.646
Theft from Vehicle,2021,6,7,23,0,38XX W 12TH AVE,West Point Grey,486185.474,5456564.554
Theft from Vehicle,2021,6,25,21,0,38XX W 13TH AVE,West Point Grey,486133.8984,5456472.981
Theft from Vehicle,2021,6,5,23,0,38XX W 13TH AVE,West Point Grey,486227.5757,5456470.541
Theft from Vehicle,2021,5,22,19,0,38XX W 14TH AVE,West Point Grey,486237.2791,5456360.286
Theft from Vehicle,2021,5,21,17,0,38XX W 14TH AVE,West Point Grey,486292.6819,5456358.817
Theft from Vehicle,2021,6,8,4,27,38XX W 14TH AVE,West Point Grey,486292.6819,5456358.817
Theft from Vehicle,2021,6,7,22,30,38XX W 14TH AVE,West Point Grey,486301.2055,5456358.591
Theft from Vehicle,2021,6,16,21,30,38XX W 15TH AVE,West Point Grey,486127.7098,5456261.133
Theft from Vehicle,2021,5,22,23,0,38XX W 16TH AVE,West Point Grey,486304.743,5456162.978
Theft from Vehicle,2021,7,17,19,0,38XX W 24TH AVE,Dunbar-Southlands,486302.8245,5455378.65
Theft from Vehicle,2021,5,18,23,0,38XX W 26TH AVE,Dunbar-Southlands,486204.449,5455152.78
Theft from Vehicle,2021,12,17,12,54,38XX W 2ND AVE,West Point Grey,486349.021,5457531.494
Theft from Vehicle,2021,10,11,23,0,38XX W 4TH AVE,West Point Grey,486191.7861,5457351.97
Theft from Vehicle,2021,12,10,20,0,38XX W 8TH AVE,West Point Grey,486167.2843,5456961.046
Theft from Vehicle,2021,1,24,22,30,38XX W BROADWAY AVE,West Point Grey,486228.5043,5456870.807
Theft from Vehicle,2021,5,22,22,30,38XX WINDSOR ST,Kensington-Cedar Cottage,493904.8146,5455330.619
Theft from Vehicle,2021,8,1,17,0,39XX CLARK DR,Kensington-Cedar Cottage,494324.7444,5455240.739
Theft from Vehicle,2021,11,16,6,15,39XX DUMFRIES ST,Kensington-Cedar Cottage,494657.4815,5455155.876
Theft from Vehicle,2021,4,7,20,0,39XX FRASER ST,Riley Park,493435.6715,5455182.882
Theft from Vehicle,2021,10,10,16,0,39XX KNIGHT ST,Kensington-Cedar Cottage,494453.9013,5455198.254
Theft from Vehicle,2021,7,3,14,0,39XX NANAIMO ST,Renfrew-Collingwood,495883.285,5455147.88
Theft from Vehicle,2021,7,21,12,23,39XX OSLER ST,Shaughnessy,490544.4944,5455270.438
Theft from Vehicle,2021,1,12,4,20,39XX PERRY ST,Kensington-Cedar Cottage,494820.0233,5455233.068
Theft from Vehicle,2021,9,23,23,0,39XX PUGET DR,Dunbar-Southlands,487501.4618,5455411.078
Theft from Vehicle,2021,6,4,18,0,39XX QUESNEL DR,Dunbar-Southlands,487334.6394,5455478.712
Theft from Vehicle,2021,5,7,19,30,39XX QUESNEL DR,Dunbar-Southlands,487339.355,5455472.551
Theft from Vehicle,2021,12,31,17,30,39XX VICTORIA DR,Kensington-Cedar Cottage,495261.3883,5455196.534
Theft from Vehicle,2021,6,5,23,0,39XX W 11TH AVE,West Point Grey,486058.4229,5456665.195
Theft from Vehicle,2021,11,20,18,0,39XX W 12TH AVE,West Point Grey,486095.8556,5456575.792
Theft from Vehicle,2021,11,18,18,45,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.857
Theft from Vehicle,2021,8,17,2,0,39XX W 18TH AVE,Dunbar-Southlands,486021.35,5455993.14
Theft from Vehicle,2021,3,28,22,30,39XX W 20TH AVE,Dunbar-Southlands,485958.3983,5455793.994
Theft from Vehicle,2021,8,20,0,0,39XX W 24TH AVE,Dunbar-Southlands,485973.4555,5455381.405
Theft from Vehicle,2021,8,21,2,0,39XX W 33RD AVE,Dunbar-Southlands,486093.5147,5454427.994
Theft from Vehicle,2021,6,9,21,0,39XX W 35TH AVE,Dunbar-Southlands,486095.4272,5454204.235
Theft from Vehicle,2021,8,6,21,0,39XX W 36TH AVE,Dunbar-Southlands,485919.0255,5454109.906
Theft from Vehicle,2021,11,7,0,6,39XX W 36TH AVE,Dunbar-Southlands,485938.0041,5454100.385
Theft from Vehicle,2021,1,11,23,0,39XX W 37TH AVE,Dunbar-Southlands,485945.0648,5453995.813
Theft from Vehicle,2021,8,6,2,11,39XX W 38TH AVE,Dunbar-Southlands,485949.9692,5453883.96
Theft from Vehicle,2021,7,13,12,0,39XX W 4TH AVE,West Point Grey,486123.6922,5457327.65
Theft from Vehicle,2021,5,2,22,0,39XX W BROADWAY AVE,West Point Grey,486129.7383,5456885.848
Theft from Vehicle,2021,9,8,12,0,39XX W KING EDWARD AVE,Dunbar-Southlands,486099.4352,5455258.595
Theft from Vehicle,2021,10,15,23,0,39XX WELWYN ST,Kensington-Cedar Cottage,494909.7487,5455254.917
Theft from Vehicle,2021,1,1,4,20,3X E 10TH AVE,Mount Pleasant,492411.6934,5456589.155
Theft from Vehicle,2021,8,11,1,0,3X E 14TH AVE,Mount Pleasant,492405.4266,5456187.233
Theft from Vehicle,2021,7,3,20,0,3X E 37TH AVE,Riley Park,492370.5266,5453838.839
Theft from Vehicle,2021,7,3,23,0,3X E 37TH AVE,Riley Park,492370.5266,5453838.839
Theft from Vehicle,2021,2,3,9,0,3X E 52ND AVE,Sunset,492340.0407,5452236.402
Theft from Vehicle,2021,5,5,10,50,3X SMITHE ST,Central Business District,491788.0426,5458016.558
Theft from Vehicle,2021,7,13,17,0,3X SMITHE ST,Central Business District,491788.0426,5458016.558
Theft from Vehicle,2021,7,17,15,0,3X SMITHE ST,Central Business District,491788.0426,5458016.558
Theft from Vehicle,2021,7,28,15,0,3X SMITHE ST,Central Business District,491788.0426,5458016.558
Theft from Vehicle,2021,12,3,4,45,3X SMITHE ST,Central Business District,491788.0426,5458016.558
Theft from Vehicle,2021,5,23,1,0,3X W 11TH AVE,Mount Pleasant,492315.5008,5456499.769
Theft from Vehicle,2021,8,17,23,0,3X W 61ST AVE,Marpole,492203.2337,5451376.409
Theft from Vehicle,2021,7,13,19,5,3X W 63RD AVE,Marpole,492205.7281,5451181.202
Theft from Vehicle,2021,3,26,3,0,3X W PENDER ST,Central Business District,492310.1566,5458674.523
Theft from Vehicle,2021,7,26,16,0,3X W PENDER ST,Central Business District,492310.1566,5458674.523
Theft from Vehicle,2021,9,27,3,30,3X W PENDER ST,Central Business District,492316.874,5458672.678
Theft from Vehicle,2021,7,30,0,0,3X WATER ST,Central Business District,492359.1735,5458989.714
Theft from Vehicle,2021,1,26,15,0,3X WATER ST,Central Business District,492360.0246,5458989.484
Theft from Vehicle,2021,3,20,21,0,3X WATER ST,Central Business District,492367.4521,5458996.95
Theft from Vehicle,2021,3,20,21,30,3X WATER ST,Central Business District,492367.4521,5458996.95
Theft from Vehicle,2021,9,4,21,5,3XX ABBOTT ST,Central Business District,492218.7053,5458879.658
Theft from Vehicle,2021,1,18,21,30,3XX ABBOTT ST,Central Business District,492232.8713,5458896.059
Theft from Vehicle,2021,6,2,8,0,3XX ABBOTT ST,Central Business District,492232.8713,5458896.059
Theft from Vehicle,2021,8,28,17,44,3XX ABBOTT ST,Central Business District,492232.8713,5458896.059
Theft from Vehicle,2021,11,9,12,30,3XX ABBOTT ST,Central Business District,492232.8713,5458896.059
Theft from Vehicle,2021,7,8,20,0,3XX ABBOTT ST,Central Business District,492236.0933,5458907.399
Theft from Vehicle,2021,12,18,14,0,3XX ABBOTT ST,Central Business District,492236.0933,5458907.399
Theft from Vehicle,2021,1,27,23,0,3XX ALEXANDER ST,Strathcona,492893.912,5459034.73
Theft from Vehicle,2021,1,12,15,20,3XX ALEXANDER ST,Strathcona,492900.992,5459043.655
Theft from Vehicle,2021,1,27,19,30,3XX ALEXANDER ST,Strathcona,492964.6928,5459032.494
Theft from Vehicle,2021,1,11,19,45,3XX BURRARD ST,Central Business District,491516.6744,5459414.892
Theft from Vehicle,2021,12,21,7,11,3XX BURRARD ST,Central Business District,491516.6744,5459414.892
Theft from Vehicle,2021,1,4,7,0,3XX BUTE ST,Central Business District,491115.5528,5459614.441
Theft from Vehicle,2021,11,27,0,0,3XX CAMBIE ST,Central Business District,492046.0751,5458946.409
Theft from Vehicle,2021,8,4,23,0,3XX CAMBIE ST,Central Business District,492046.7157,5458948.503
Theft from Vehicle,2021,3,20,17,15,3XX CAMBIE ST,Central Business District,492064.4008,5458975.048
Theft from Vehicle,2021,1,19,11,19,3XX CAMPBELL AVE,Strathcona,493840.4398,5458808.117
Theft from Vehicle,2021,1,5,15,23,3XX COLUMBIA ST,Central Business District,492560.5973,5458841.592
Theft from Vehicle,2021,7,4,10,45,3XX COLUMBIA ST,Central Business District,492560.5973,5458841.592
Theft from Vehicle,2021,10,21,11,0,3XX COLUMBIA ST,Central Business District,492560.5973,5458841.592
Theft from Vehicle,2021,7,23,10,50,3XX DRAKE ST,Central Business District,490920.8338,5457936.793
Theft from Vehicle,2021,8,20,19,0,3XX DRAKE ST,Central Business District,490920.8338,5457936.793
Theft from Vehicle,2021,11,12,22,0,3XX DUNSMUIR ST,Central Business District,491796.3944,5458737.806
Theft from Vehicle,2021,3,21,19,0,3XX DUNSMUIR ST,Central Business District,491810.572,5458710.612
Theft from Vehicle,2021,4,23,18,0,3XX E 13TH AVE,Mount Pleasant,492931.8265,5456277.544
Theft from Vehicle,2021,10,27,3,7,3XX E 14TH AVE,Mount Pleasant,492862.1206,5456176.635
Theft from Vehicle,2021,11,15,0,0,3XX E 14TH AVE,Mount Pleasant,492862.1206,5456176.635
Theft from Vehicle,2021,9,12,6,30,3XX E 15TH AVE,Mount Pleasant,492876.6868,5456077.418
Theft from Vehicle,2021,3,12,12,0,3XX E 15TH AVE,Mount Pleasant,492925.3078,5456076.314
Theft from Vehicle,2021,6,2,21,30,3XX E 17TH AVE,Riley Park,492838.439,5455875.741
Theft from Vehicle,2021,9,3,22,0,3XX E 17TH AVE,Riley Park,492951.7348,5455880.483
Theft from Vehicle,2021,6,5,23,8,3XX E 18TH AVE,Riley Park,492836.3121,5455776.847
Theft from Vehicle,2021,1,1,23,0,3XX E 19TH AVE,Riley Park,492902.4378,5455682.747
Theft from Vehicle,2021,9,19,4,30,3XX E 1ST AVE,Mount Pleasant,492919.0581,5457286.225
Theft from Vehicle,2021,9,26,18,0,3XX E 1ST AVE,Mount Pleasant,492919.0581,5457286.225
Theft from Vehicle,2021,12,17,7,40,3XX E 1ST AVE,Mount Pleasant,492936.489,5457271.427
Theft from Vehicle,2021,3,12,0,0,3XX E 1ST AVE,Mount Pleasant,492962.5816,5457247.926
Theft from Vehicle,2021,3,14,16,51,3XX E 1ST AVE,Mount Pleasant,492962.5816,5457247.926
Theft from Vehicle,2021,4,20,7,0,3XX E 1ST AVE,Mount Pleasant,493020.6131,5457196.862
Theft from Vehicle,2021,2,4,16,15,3XX E 26TH AVE,Riley Park,492794.3711,5454984.734
Theft from Vehicle,2021,2,6,14,30,3XX E 2ND AVE,Mount Pleasant,492949.4721,5457145.309
Theft from Vehicle,2021,3,18,8,45,3XX E 2ND AVE,Mount Pleasant,492949.4721,5457145.309
Theft from Vehicle,2021,6,12,4,0,3XX E 2ND AVE,Mount Pleasant,492949.4721,5457145.309
Theft from Vehicle,2021,7,4,23,0,3XX E 2ND AVE,Mount Pleasant,492949.4721,5457145.309
Theft from Vehicle,2021,7,22,4,17,3XX E 2ND AVE,Mount Pleasant,492949.4721,5457145.309
Theft from Vehicle,2021,8,2,3,0,3XX E 2ND AVE,Mount Pleasant,492949.4721,5457145.309
Theft from Vehicle,2021,11,12,3,0,3XX E 2ND AVE,Mount Pleasant,493006.7354,5457097.914
Theft from Vehicle,2021,1,31,23,30,3XX E 32ND AVE,Riley Park,492901.4905,5454390.984
Theft from Vehicle,2021,8,23,3,0,3XX E 34TH AVE,Riley Park,492851.2741,5454103.65
Theft from Vehicle,2021,7,25,23,55,3XX E 35TH AVE,Riley Park,492881.8564,5454010.777
Theft from Vehicle,2021,5,4,21,0,3XX E 36TH AVE,Riley Park,492832.1386,5453923.065
Theft from Vehicle,2021,5,16,21,0,3XX E 37TH AVE,Riley Park,492773.6953,5453828.33
Theft from Vehicle,2021,9,11,18,0,3XX E 38TH AVE,Riley Park,492866.7998,5453720.726
Theft from Vehicle,2021,7,3,2,9,3XX E 38TH AVE,Riley Park,492876.457,5453720.432
Theft from Vehicle,2021,1,12,0,0,3XX E 39TH AVE,Riley Park,492850.6909,5453620.324
Theft from Vehicle,2021,3,14,1,35,3XX E 39TH AVE,Riley Park,492870.3001,5453628.944
Theft from Vehicle,2021,6,6,22,0,3XX E 40TH AVE,Riley Park,492766.7759,5453523.364
Theft from Vehicle,2021,1,8,0,0,3XX E 40TH AVE,Riley Park,492883.4206,5453529.094
Theft from Vehicle,2021,1,8,13,48,3XX E 40TH AVE,Riley Park,492883.4206,5453529.094
Theft from Vehicle,2021,4,2,0,0,3XX E 40TH AVE,Riley Park,492883.4206,5453529.094
Theft from Vehicle,2021,9,24,23,10,3XX E 41ST AVE,Riley Park,492785.7431,5453374.373
Theft from Vehicle,2021,9,27,18,0,3XX E 45TH AVE,Sunset,492802.5395,5452949.646
Theft from Vehicle,2021,6,7,5,0,3XX E 47TH AVE,Sunset,492758.7508,5452748.197
Theft from Vehicle,2021,11,21,21,0,3XX E 49TH AVE,Sunset,492809.1851,5452536.395
Theft from Vehicle,2021,9,16,22,0,3XX E 51ST AVE,Sunset,492817.9875,5452332.015
